database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	YK.RM.1	YK.RM.2	YK.RM.3	YK.RM.4	YK.RM.5	YK.RM.6	YK.RM.7	YK.RM.15	YK.RM.16	YK.RM.17	YK.RM.18	YK.RM.19	YK.RM.20	YK.RM.21	QC1	QC2	QC3	QC4	QC5
				Unknown	174.058817				52.2211			BiotreeDB									6603664.913	7353557.672	5506405.581	6572143.761	4834323.272	8226715.08	8171149.428	6618219.849	6441840.267	8150723.978	7555777.042	8746567.288	10046067.24	9206256.626	7767094.178	8942835.199	10376918.41	9850323.192	6131799.282
				Unknown	295.226429				52.2101			BiotreeDB									1077831.002	1010293.179	704780.9537	1494620.116	1962849.703	2421954.668	676163.9574	1376787.874	1304391.055	836777.1582	1054905.826	299319.0906	1324057.363	864982.0643	2731670.505	1268381.021	1137140.56	1151546.195	1128990.837
				Unknown	221.1903391				52.0933			BiotreeDB									2810636.904	2578500.379	1709797.682	3886736.761	4638550.984	5515737.963	1673868.388	4076943.507	3283273.344	2248706.92	2430297.065	932049.8064	3218338.469	2193605.929	6871549.153	3364913.294	2999296.777	3061360.51	2982695.843
				Unknown	265.1801934				51.76865			BiotreeDB									197667.8272	538645.6201	335878.5467	155587.9608	372708.8128	226639.6481	592560.7287	241274.6458	614165.8359	512973.4314	318701.7364	993873.029	301686.0185	351689.867	224068.587	258050.0199	381608.2611	417254.6685	292405.9746
				Unknown	211.096612				51.4376			BiotreeDB									20164246.75	11048459.42	10174663.77	11613258.49	9416135.938	15837885.89	12610227.28	22076507.06	12846189.47	24601481.61	11436999.46	17681036.98	18516968.38	10336723.18	14521358.19	13539521.02	12159799.34	16106765.39	11473477.7
				Unknown	322.2456447				51.4102			BiotreeDB									2770943.919	1827951.45	2170205.788	2257821.427	1640433.918	1784175.033	2244807.646	1909827.194	1970570.574	1300594.921	2193899.56	2212450.672	1891823.115	2393506.346	992986.7227	1899478.308	1850092.503	2147019.745	3169401.407
				Unknown	205.0971874				51.4026			BiotreeDB									40048.73941	187782.2764	155534.8685	142064.5971	160702.011	489752.027	0	265570.1805	185664.543	83265.62417	273010.9815	0	70510.03417	116546.6859	0	239481.898	190822.209	0	186220.5746
				Unknown	398.2595502				51.37335			BiotreeDB									374249.7955	342643.0998	307846.0757	273948.6046	431533.599	411322.7219	310745.2247	405228.0795	514763.3308	435986.2856	377165.1272	428438.5783	417906.7105	418438.7153	96981.66967	398841.6904	396899.7592	446313.6591	450854.8865
				Unknown	340.2564757				51.35815			BiotreeDB									1380816.605	1592282.772	1092219.308	1286782.877	1355613.143	1299366.546	1943839.855	2048028.764	1493707.951	1660039.132	1383679.55	1538709.993	882024.9918	1670738.054	9774138.47	1431074.193	1361980.434	1319706.602	1567920.056
				Unknown	212.0921021				51.357			BiotreeDB									282799.2109	330169.8802	331042.145	155278.1815	171460.9531	390576.8612	277701.8697	294235.5455	214327.687	483095.2236	450938.2778	393235.2858	329855.0357	356545.5456	94844.63825	197414.2162	305356.7414	457161.7792	322391.2987
				Unknown	371.2427699				51.3525			BiotreeDB									726368.9386	791127.9393	699197.9093	810451.8469	580848.9429	646539.0248	802262.3489	628208.8202	707686.3263	848754.6218	786751.8028	853093.2544	789975.8777	672802.2551	434338.7458	795350.7114	850647.4827	754960.4609	937503.4356
				Unknown	98.06057906				51.3517			BiotreeDB									1041814.2	1089060.184	648215.0888	1549963.64	1356587.551	1609081.421	290262.5296	654285.0552	243808.0912	391231.4521	1152038.592	0	1091826.213	1079147.358	1162433.489	840151.8973	852640.6238	813235.9062	830467.0764
				Unknown	84.08135199				51.3332			BiotreeDB									113633.6051	122940.7554	119370.5208	109646.9524	184192.3841	166708.1004	285378.3489	221339.839	264125.552	281569.2911	146676.9127	74968.28813	170305.4226	212406.016	0	182394.1971	242127.0047	218355.6931	199540.2575
				Unknown	86.06052323				51.04085			BiotreeDB									2440356.878	2737059.937	2002946.469	1618871.958	1914239.103	1694812.836	2775481.486	2181065.348	2119837.239	2983862.546	2687621.039	3155428.214	2114885.594	1971856.911	2604595.252	1911778.852	3633246.268	3193830.738	3541866.715
				Unknown	266.0810558				50.5259			BiotreeDB									348907.4516	894815.3623	438961.0693	486949.5329	437521.2835	480698.9235	1019345.01	525513.8584	960013.1956	943827.5377	679256.2608	1061066.183	613997.9682	788313.6918	1237942.926	556969.7715	868282.1048	763558.0013	744200.7034
				Unknown	387.143768				50.5047			BiotreeDB									450494.2465	489034.631	544797.8702	453097.4884	877683.8575	828773.0532	90529.86084	642058.9667	438909.4335	316727.7393	600465.5994	20016.64092	482701.9445	533776.7561	306998.7037	424269.3008	435778.5612	525400.2422	528874.1865
				Unknown	262.1070904				50.4629			BiotreeDB									1330048.287	1195686.896	931108.831	961586.8326	1012803.558	791186.699	1417196.594	955247.4448	1196969.348	1364858.954	1030156.256	1503478.227	1227120.95	1060660.492	672481.4755	905225.6676	1044263.976	1579260.736	1027759.777
				Unknown	177.1022481				50.4383			BiotreeDB									371696.949	532573.0709	467340.5607	297350.609	183637.3655	601667.7564	718130.09	407121.675	460052.7755	687842.6659	548714.2146	477607.056	493211.2212	517394.7136	519578.9528	541776.3193	431643.2587	388003.0982	646461.5924
				Unknown	178.0864586				50.4292			BiotreeDB									182603.4055	362088.8879	103635.0919	145183.8206	99232.46264	60836.39028	319019.686	137594.9948	302198.2461	298738.5101	114503.4171	351493.324	145143.3455	159511.2972	0	279875.6384	178474.6066	127826.7558	183324.3895
				Unknown	172.095118				50.4201			BiotreeDB									3200803.258	3448028.843	2407325.191	2197655.107	2379824.781	2356633.681	3719045.311	2716957.734	2987609.265	3695618.726	2270268.668	4471995.192	3001104.127	4372506.069	3005260.046	2952861.735	2767742.311	2600343.382	2595969.1
				Unknown	455.2774117				50.3735			BiotreeDB									380651.9405	523729.4056	662309.8981	782697.7817	762532.851	1059394.336	155187.2755	851224.2384	495833.5216	520627.0417	878905.1249	135930.2348	415214.7021	620018.9797	0	436291.3579	608151.0066	615009.3185	751024.4793
				Unknown	101.0753985				50.10315			BiotreeDB									6826348.632	7890485.858	6249196.849	8274664.401	5493208.719	5296777.93	7265854.47	6072383.82	5733803.841	7489071.957	5054636.701	7310773.852	6040821.963	5787996.42	9035789.189	6401439.712	6147121.041	5703556.289	5854371.392
				Unknown	258.1703046				49.90275			BiotreeDB									219384.7908	231351.9952	183479.5967	112514.9744	27237.07834	36884.83391	235251.0539	122248.6521	200037.4979	206890.969	25995.59816	160435.5549	102547.34	119038.9315	0	84094.94471	139423.8885	90236.67493	172600.2424
				Unknown	90.0554387				49.8879			BiotreeDB									1007711.37	1039997.258	912097.6457	1025827.348	559380.2698	925566.6388	1145851.456	877300.3006	1077727.629	1219361.626	1048193.09	1617884.056	1100059.345	596125.8321	770362.5764	893876.3049	728151.4581	868723.3131	1132384.456
				Unknown	193.1223998				49.6412			BiotreeDB									183605.5222	257856.7052	155087.9111	109523.4771	39750.57118	195590.5685	263012.4657	160948.3098	226760.6934	108388.0952	213945.2966	250435.805	229512.9587	159872.4911	75335.93777	242140.273	246608.3812	388487.7833	298766.2278
				Unknown	265.1545576				49.6285			BiotreeDB									1273408.154	536323.6063	804099.5257	967561.7026	810701.5549	1470894.878	258051.0348	682776.3849	594525.6022	296541.0555	718832.3779	117577.1644	687939.4116	997127.8067	372468.8872	881685.0877	409016.6153	728379.2062	727553.8888
				Unknown	303.2318598				49.6275			BiotreeDB									1298456.839	677720.8572	938714.5268	793827.205	828329.7256	42060.45722	333291.4972	309875.3153	315590.9786	299999.1647	323751.0059	832531.9656	189154.026	573493.7438	702830.8313	669473.7729	544380.7731	486435.8712	560863.8194
				Unknown	119.085882				49.6186			BiotreeDB									243218.6039	260475.4611	1106962.984	844591.4733	636213.3913	0	365867.4502	20838.39828	487884.3793	624166.207	384412.0309	412561.0884	134805.4397	1387734.482	5790358.549	4436054.095	3549003.509	3360942.343	3414528.951
				Unknown	357.2633268				49.6107			BiotreeDB									854668.7847	610200.1809	648883.9506	527474.8282	623642.7406	1201551.965	116720.3891	746897.4425	684368.5278	593452.5006	866869.6482	87145.93144	733039.5234	736568.8905	513763.706	674473.2169	553625.3939	670872.1372	786729.3221
				Unknown	110.0603547				49.56425			BiotreeDB									683721.5242	296189.9724	293701.0032	481082.0648	382112.5372	181321.6291	159114.8396	199343.5563	174893.6704	122355.8408	236809.5773	423924.6732	203773.4718	233784.2446	269163.2717	311137.1086	327454.3783	292187.9999	249991.3194
				Unknown	219.1128446				49.5627			BiotreeDB									1263127.449	373519.8403	368830.346	519655.0846	1467202.855	438737.2773	36710.26612	52920.48491	205433.7382	139936.7529	257264.8793	0	181659.6139	228185.549	0	377327.847	474511.3632	480348.1855	347694.3212
				Unknown	288.0864961				49.555			BiotreeDB									288998.1751	338361.3498	147896.513	147538.2369	146409.5821	162925.3274	770909.5466	285868.4813	546025.3705	539585.392	409195.4749	774785.6835	437384.7205	567659.6265	386311.4816	334625.4128	153216.712	337319.3416	229138.7808
				Unknown	239.1391524				49.5485			BiotreeDB									235384.3536	350237.0108	180697.0868	148373.8537	177809.0952	291207.6	431049.097	218778.7704	297973.7506	381976.4829	264482.0463	162729.8503	234751.635	305158.9577	213895.3229	215428.4013	251340.3876	211600.2164	109184.8909
				Unknown	173.0709898				49.12085			BiotreeDB									23081.46658	126176.5757	26986.77479	0	117728.3855	61381.70904	0	320705.1058	211998.6686	83624.74003	250758.3904	18267.08748	194489.3839	78587.35642	130838.0343	121061.5054	66600.37753	82509.77201	128361.1102
				Unknown	176.0900909				49.12035			BiotreeDB									1399023.332	509916.7453	1143807.469	1008884.064	953435.9645	754028.0566	1487812.544	600973.0653	144866.7921	1598462.457	81830.88216	228613.6038	818024.7573	80723.15615	287857.1417	848875.0197	793324.8064	792197.6963	827484.0385
				Unknown	269.1745981				48.991			BiotreeDB									1807806.719	1851836.875	1931571.617	1269521.487	1101532.576	1291082.465	2445054.961	1758077.139	1873545.218	2121845.442	1281688.497	2917077.243	1644841.701	1296487.549	1313352.161	1797518.493	1946860.671	1639117.001	1802184.976
				Unknown	229.0933302				48.9472			BiotreeDB									21110.23873	114285.0798	0	365861.5757	620278.3775	162860.141	285904.7583	165881.4521	93438.7017	66894.76082	113902.5377	0	239735.9153	124929.1209	544244.6658	343911.1799	283673.3826	350255.9764	310626.5328
				Unknown	292.2272854				48.7385			BiotreeDB									883483.7339	1203683.525	206734.0647	1201012.483	680339.9161	1204915.079	241903.7205	2012245.839	726489.9984	539392.4556	1056098.407	236313.6274	821439.9573	601559.4853	1943456.411	679754.2319	501590.0828	806647.4792	656525.4764
				Unknown	461.2898304				48.7175			BiotreeDB									587246.8461	415869.7928	383224.778	448881.385	403286.579	448277.7607	98634.49723	58896.35535	34816.63815	80066.85211	154041.08	0	248542.5742	164261.889	276929.6426	309070.2151	199471.0781	237727.314	176273.5635
				Unknown	377.230956				48.6991			BiotreeDB									1935793.7	1807527.6	2007598.563	1699823.525	2287481.587	2615230.931	460514.636	933356.8153	332591.5089	561479.5011	834827.6014	229708.519	450963.6074	716038.7923	1283428.341	1297199.608	1283648.053	1345197.335	1299908.743
				Unknown	225.1487835				48.674			BiotreeDB									425285.0089	347555.3338	534159.2491	540502.1522	549281.4591	870478.52	27210.47456	213269.4579	188319.2019	74893.82913	234956.1904	0	210497.5864	298960.3749	154987.6462	433659.4498	183476.6137	401742.4287	270732.5056
				Unknown	214.1073324				48.67235			BiotreeDB									349773.5916	477588.7037	311281.4114	397323.0765	374718.5124	823740.6753	77395.56609	505263.1805	336355.9347	202969.9637	313552.4768	0	365320.9647	374683.9007	75110.62225	70412.86402	65257.5146	138975.601	126931.8761
				Unknown	274.0960531				48.63005			BiotreeDB									227707.1859	296163.8501	315401.0065	261398.3762	262963.1183	277022.7221	468574.9904	323753.8523	360108.2706	1512412.278	331497.3313	2141729.018	258633.595	333768.0388	308136.1821	405148.7396	355562.8056	467679.1052	358666.2894
				Unknown	539.1547317				47.8488			BiotreeDB									336475.7503	167024.5237	294971.4287	155886.6205	271178.5856	357776.6621	28023.99532	30186.81366	0	0	34716.13866	0	0	120378.1947	0	148737.2	94249.00403	217552.3004	22709.1064
				Unknown	250.1077976				47.775			BiotreeDB									186691.0607	257274.1536	326248.6063	154150.6498	145952.5595	293569.255	541361.5654	355114.2345	313282.4964	420516.7173	190340.571	344040.4948	321820.4649	331313.8255	374967.7074	178584.7856	385279.1125	254735.3766	290962.7098
				Unknown	151.0867033				46.0769			BiotreeDB									163636.4008	206959.2213	135317.0494	226107.6373	180075.2066	335330.6757	272766.8727	186059.9035	349700.2618	281558.9059	210539.588	159533.6368	394521.2645	91502.73724	103645.3615	214442.0113	274368.5765	269050.9859	161430.9799
				Unknown	104.0709592				46.02245			BiotreeDB									360882.012	775345.7	505111.5679	2254460.375	2978615.601	1296964.111	1480026.593	804419.5301	754917.9309	534916.8537	755231.0676	196737.23	1362472.413	1061428.729	4218806.506	1762070.372	1624947.154	1848311.12	1555734.233
				Unknown	310.2010841				45.99375			BiotreeDB									190886.7559	37397.87879	36300.76317	30902.03061	359454.497	383252.8057	0	576013.1442	427293.6387	368712.1496	590458.6565	22691.73745	670849.9056	366492.9462	215952.4275	232413.7418	235273.5322	346736.7201	375318.0067
				Unknown	130.0653559				45.9567			BiotreeDB									918059.9178	1197080.052	789328.4615	782261.418	627469.3685	960513.4136	1782656.752	1008770.284	1193458.672	1463571.745	953326.3545	2357795.681	1211483.668	938566.2408	908320.1982	1286149.822	1225470.793	1393349.738	1173424.422
				Unknown	139.0868163				45.95045			BiotreeDB									2716704.265	1488627.704	2324295.441	1153252.49	1855674.621	3707777.429	242372.1398	1561646.555	956665.4555	1052467.597	2102322.421	174786.2461	1228296.458	1288912.738	1791665.343	2045738.807	1795241.714	1836520.012	1951656.356
				Unknown	243.1594677				45.2359			BiotreeDB									446913.6527	323354.031	244918.3082	435118.6988	235531.7002	628622.2594	0	242056.1573	65687.82117	153222.1217	307724.1201	0	211791.2324	263638.564	75331.07822	257774.8314	332645.2942	171345.3994	216109.5972
				Unknown	224.0921139				45.2145			BiotreeDB									570112.2417	672517.8551	557211.3497	695266.8557	627034.1742	435154.0262	613193.7311	621534.7072	512292.5847	758383.3583	579726.5144	625989.9844	577591.7001	558293.8383	215037.8989	526126.3802	647757.032	613173.719	536753.2958
				Unknown	193.0020732				44.2163			BiotreeDB									4110347.654	4011295.113	3556458.793	4268041.924	4646126.628	5980000.822	704881.0713	2499109.851	1523934.97	1806510.414	2609030.443	165468.3985	2537003.761	2581191.118	3244466.17	3070874.242	3014219.619	2924522.159	3226330.253
				Unknown	233.9149371				44.1736			BiotreeDB									894132.3381	1085416.374	462878.3306	1029241.249	1208589.099	921750.3866	374226.7787	2741971.809	1607825.342	1105348.35	1969855.084	276802.3595	1240778.223	1180706.433	2530577.441	1304494.382	1137838.88	1252192.95	1048223.466
				Unknown	207.0179589				44.1731			BiotreeDB									543221.2869	542388.5909	1361330.16	585754.1229	952050.5161	888760.7804	53450.36876	268216.488	373236.9585	479898.2605	243307.4088	68176.94219	486515.864	320498.8803	336964.409	498007.1702	314376.2308	280052.7937	445438.5178
				Unknown	377.2474448				43.5404			BiotreeDB									3525570.177	1677268.284	1230401.88	2105760.088	2936680.971	3463290.855	1071197.605	1909130.102	1880735.375	1455829.954	1511035.16	2929216.394	1906114.262	1533893.19	4578562.044	2302953.648	1950751.245	2201836.2	1873740.093
				Unknown	128.0707487				43.3632			BiotreeDB									1145145.288	1145670.148	925775.6224	1093832.955	282278.2858	1594803.882	131716.3308	401620.1304	739915.809	681905.9968	1357617.07	231236.0703	869047.6128	632626.6966	845804.3145	1063651.166	945264.9881	832860.0554	1144347.663
				Unknown	235.9129439				43.3431			BiotreeDB									182366.734	181108.624	34805.99997	161601.7697	316577.1317	87793.56194	95022.78116	628819.6886	404054.3175	237191.8891	497945.2783	82553.19185	246112.2527	213572.305	314933.7413	235415.9768	259787.8285	285876.7665	298147.4462
				Unknown	232.1082767				43.2809			BiotreeDB									403140.5839	502150.6368	202662.7582	772324.4866	720436.7653	1251079.754	68763.48052	845929.7934	744746.4411	653867.1002	785969.4718	0	999223.887	646335.1918	542918.3341	524177.3184	395281.9452	320184.4765	293692.0036
				Unknown	325.2732853				43.2673			BiotreeDB									1489358.79	476335.556	233892.3644	706482.2979	986782.6244	1376579.652	193340.8701	459719.2226	418390.5788	383278.6139	151464.507	884364.8677	586121.1461	425476.218	1220113	774227.1857	614981.3074	683838.3906	666326.0485
				Unknown	329.102257				43.2541			BiotreeDB									65624.81386	88908.43003	143653.1421	26482.27635	236062.2139	213759.9993	67775.25763	40255.59557	60238.7082	0	51187.00401	0	46574.7594	209746.8338	0	115395.9471	114706.1744	168207.6929	101713.7315
				Unknown	148.0394514				42.4727			BiotreeDB									279985.4093	589369.6434	691488.6276	689868.8038	803607.3495	936904.417	857809.8126	432939.6177	312024.64	427922.0755	857842.4881	538479.966	745509.199	751648.6184	195799.9324	672528.8449	504247.3567	346319.3487	935876.408
				Unknown	343.0810228				42.4285			BiotreeDB									977349.7197	653571.9897	799005.2164	1019974.448	831393.0482	1702376.267	19586.06727	541461.2806	217251.6463	466701.9921	816542.5943	0	664233.5635	677111.9674	409820.0055	891471.3904	519629.8132	661975.554	615385.0073
				Unknown	103.9557191				42.3844			BiotreeDB									2822098.964	1789108.468	1766833.387	2467406.081	1735172.274	2861235.825	476668.3954	1844372.16	1122524.017	1320205.528	2306978.874	409254.1072	1606410.579	1554580.885	1250949.209	1741782.069	1550109.546	1746366.611	1840272.002
				Unknown	311.2216609				42.3647			BiotreeDB									4475755.094	5384095.775	4482736.562	3400945.989	3315216.205	3410095.447	4550022.234	3721542.238	3935307.542	4504284.427	5684879.062	6352405.638	3869656.148	3729330.03	4721370.592	3581360.352	3889504.921	3332127.091	3822997.317
				Unknown	146.9803461				41.5144			BiotreeDB									1080507.055	1137984.615	1026569.903	766855.2928	748816.1633	984899.7245	1601352.301	969524.1466	1311513.312	1636933.009	916150.1513	1837372.9	1039503.657	1238161.445	1021210.669	1133100.767	1067808.059	1016945.05	609371.1346
				Unknown	267.2323228				40.722			BiotreeDB									1875999.918	1875514.811	1741515.302	1888376.089	2230489.782	2622954.163	309599.5211	1047044.562	670292.9934	578640.2749	1203094.814	29711.82102	1230637.286	1095377.47	488883.0662	3246270.606	1379195.928	1800954.712	1405100.273
				Unknown	260.209264				40.715			BiotreeDB									583496.763	363073.5159	389860.887	356504.3515	760297.6149	1101206.254	0	827395.6618	572155.9102	364481.4965	691495.2373	0	792433.3096	642601.9798	778666.2608	607768.8475	528442.1545	408743.5585	504243.4272
				Unknown	220.0969025				40.60135			BiotreeDB									1808795.497	1560798.467	1505348.795	2095787.99	2122883.824	2733869.452	152609.1842	1097705.844	702791.0502	565829.1587	1248013.84	44295.92123	1184163.233	938684.4172	1252991.478	1315081.113	1438150.286	1446626.792	1253220.205
				Unknown	330.2641284				40.5927			BiotreeDB									1339466.062	1224914.857	859097.679	1368211.346	1434953.618	2205752.651	118597.0999	781820.9697	761625.8795	824447.0412	969751.3915	83213.67543	1090236.894	974317.1026	1270907.593	935098.9701	790667.5616	1096370.655	890054.9244
				Unknown	331.2672365				40.5927			BiotreeDB									814754.2746	684511.8798	678364.0641	412381.2317	293217.7664	313190.5395	1052715.379	908146.9727	825489.6515	1122276.105	766146.2223	1536702.227	690387.4506	704665.1112	620508.5808	716292.069	777624.692	625314.2189	697938.3566
				Unknown	327.2529657				40.1629			BiotreeDB									0	0	0	36741.12414	0	0	0	1124748.423	1627970.697	421706.8779	1126076.601	21787.18221	1271651.263	720476.7945	442056.0511	245949.8969	287999.05	296981.7125	290258.2928
				Unknown	418.3531354				39.8494			BiotreeDB									488423.4148	821751.8479	428904.0769	837122.4237	935838.112	804539.5831	291849.1556	506857.4875	507027.2151	199583.3967	378637.7753	146174.3148	973025.6963	290369.7433	1085636.089	630467.8921	526284.2645	499389.2475	530446.493
				Unknown	124.0953345				39.721			BiotreeDB									9066378.423	9009765.032	7309113.678	8937042.121	9904318.021	15687336.12	2804590.459	7485108.572	6475319.687	6365264.34	7074781.334	1444198.669	8296359.577	6989434.829	7349235.909	7439572.987	7968914.381	7156535.334	6827344.753
				Unknown	221.1902594				39.71285			BiotreeDB									1565290.347	1380323.089	1132231.338	1215027.14	1501984.248	2613390.685	504095.7082	1300254.118	1271898.537	1035716.969	1229264.362	141192.624	1304993.485	1192158.485	872373.1113	1169182.514	1084077.689	1039252.155	1089956.493
				Unknown	110.0969111				39.66495			BiotreeDB									8969773.16	9136570.987	7146634.824	8119301.624	9306848.692	12791791.45	2618147.011	6279377.057	5284736.211	4802435.311	5946776.556	1231434.54	6406956.396	6023292.859	9449258.646	7059711.076	6744447.933	6263576.654	6539823.25
				Unknown	129.0773913				39.3256			BiotreeDB									32414.93983	35565.0687	0	196027.0605	316141.5198	0	19735.49825	0	136541.8123	0	35099.84492	0	77754.09026	163001.4086	0	162310.6375	110082.0977	214717.6193	167605.5339
				Unknown	114.0915886				38.7716			BiotreeDB									5092750.68	6305912.564	3430481.445	4342737.566	5910408.426	7030422.297	1633362.714	4895284.125	4485894.381	4162795.065	4770493.037	878448.8307	5912663.835	4338775.217	5948703.289	4546365.307	4127633.918	4097616.781	4755937.44
				Unknown	111.0668749				38.7685			BiotreeDB									1298003.106	660313.1935	1349411.463	967402.6841	1279225.215	1678806.809	89905.5782	1264243.673	1041357.181	892734.7406	989318.6136	133765.2566	1366825.405	1994753.934	858388.9407	1553183.704	942199.5908	1053692.504	1651339.229
				Unknown	292.1910551				37.95685			BiotreeDB									545441.0615	0	285563.9882	363944.0067	254526.3879	66832.38573	184668.5525	79562.29608	153946.4838	231486.3178	164986.8376	19668.42215	259848.1651	36969.98461	0	108630.8513	93745.07922	56891.66389	166564.9984
				Unknown	304.28484				37.93625			BiotreeDB									317403.0469	206971.8405	244813.6163	70499.10887	139962.1957	41188.01285	198629.4818	194372.1255	215842.7318	181821.3152	133243.7357	110425.155	80510.77436	96716.10019	0	172332.7343	214303.4837	71256.2194	144955.7934
				Unknown	165.0509041				37.9117			BiotreeDB									632246.2853	710145.3813	657639.6566	650350.4085	1164050.564	693305.5358	199692.2349	642761.4694	536387.1992	405684.5129	848143.6239	38497.84299	767799.8478	684481.6391	226679.168	736361.9856	563598.3921	528505.4668	688725.3081
				Unknown	122.5472592				37.9075			BiotreeDB									2864297.49	4617773.479	2873123.744	2752339.377	2522272.798	2571345.872	3642902.877	3046918.274	2885689.817	3492092.288	7121476.847	3895482.343	3404234.944	2966488.804	2164767.339	2897503.391	3162422.256	3042796.122	2774093.519
				Unknown	225.0295071				37.9075			BiotreeDB									186727.247	245152.4065	172618.3993	248624.5275	732795.5895	311953.3446	51574.72527	212732.2793	185649.6649	207674.9199	341074.6123	0	261434.6947	251213.2672	84206.65138	261496.1474	182786.4694	223963.2548	242638.8516
				Unknown	163.0868565				37.89265			BiotreeDB									111643.5434	220914.2444	66071.2419	442379.4968	744521.0707	317582.8407	89692.71575	234713.6264	300586.6207	116880.3184	264444.9317	60423.65754	336483.9778	380158.9078	763802.8661	496180.1615	416859.0407	446328.2716	424301.0132
				Unknown	181.0285706				37.881			BiotreeDB									1288417.435	1090711.323	1016247.718	1385659.049	1361718.697	2870856.63	221254.4036	1226131.332	948414.3433	785077.8653	994334.0834	76898.9888	1232632.343	908114.7878	1313939.668	1345795.447	1148761.733	945064.3019	1192654.926
				Unknown	180.044573				37.87735			BiotreeDB									1012415.691	647614.3568	1019749.068	714554.9499	672132.987	1585980.395	142814.1709	1099543.554	547501.3947	579469.0764	834911.3225	19347.69395	682309.2822	573561.923	424770.5303	689715.4197	613365.2316	494802.2813	750710.0966
				Unknown	185.0214059				37.8496			BiotreeDB									303736.2101	311349.4998	217473.1496	126941.4021	185980.5204	411335.2846	120357.8773	561274.7788	407464.4174	348357.2264	920125.5251	30931.51756	536299.5911	713684.882	0	255944.7562	178749.3748	284892.7887	329364.8588
				Unknown	182.0318453				37.83845			BiotreeDB									961362.5859	1756072.351	836623.0633	2884950.663	4357097.253	1693972.748	1456234.858	1200929.289	1815385.104	1058730.762	1455132.843	448803.1683	2214460.633	2177554.796	6285435.682	3004029.871	2515263.707	2677404.841	2667308.722
				Unknown	164.0708741				37.5193			BiotreeDB									0	31124.17593	0	28776.26513	56666.03982	0	0	1152232.888	1576120.746	392297.0677	1081653.416	0	1115712.153	718057.6241	316972.4606	239116.1244	332488.8804	279473.0331	262367.3378
				Unknown	139.0181158				37.47755			BiotreeDB									1585285.63	289576.005	784917.6646	925749.313	647654.6698	568605.2885	822946.065	504561.4691	530912.9536	1185483.147	641091.273	693704.4393	447336.5407	457607.4491	547407.6634	888625.8083	1065553.419	822568.5482	1136473.635
				Unknown	339.2526611				37.1755			BiotreeDB									2952471.389	1973428.147	1918688.041	2409466.964	2573566.723	4300819.577	171542.9792	1116827.956	866790.3744	601870.2997	1508130.706	0	1077664.349	1729692.084	1946467.442	2204579.791	2327501.758	1853164.913	2191012.061
				Unknown	222.0547721				37.10375			BiotreeDB									200299.1654	1205471.026	1143392.596	1343807.8	1013050.985	2027869.154	1057579.615	1027228.033	870668.4557	1053224.082	1119788.776	922103.4645	1129261.237	1064457.385	905823.2441	1607267.196	945773.0783	691209.3835	1503789.632
				Unknown	195.0317245				37.1033			BiotreeDB									2524427.144	1877622.77	1979089.352	1792782.895	2229308.486	2119042.184	1869230.556	1908877.783	2118581.03	2450441.735	1497187.567	2158000.203	1777258.731	2121646.651	1900987.231	2086516.018	2176685.551	2124470.457	1884601.466
				Unknown	206.0775895				37.09905			BiotreeDB									384194.9734	642195.4624	643430.3442	290359.4954	268683.2326	380112.269	674259.9696	588166.7254	458751.6274	714253.5853	439400.6263	1045306.413	494575.7415	424950.2684	367894.5943	466928.3641	571378.0093	496963.6724	663306.9738
				Unknown	339.0178838				37.09305			BiotreeDB									802310.1919	1065515.128	1197971.787	1130666.474	853152.3934	622308.8784	1695681.571	992752.0441	1371220.897	1413522.145	1098649.274	1427333.834	1288816.711	1142617.694	898560.9212	1168937.594	1267698.603	1079535.6	953496.1035
				Unknown	158.1175231				37.03645			BiotreeDB									752983.8436	664630.6434	434547.3302	551503.5688	957059.3836	928395.6398	65732.66216	617247.9459	232148.4755	610978.9451	885904.8281	18052.0807	392535.2032	368465.9228	216661.4785	570656.898	474939.6544	346492.4735	479961.4619
				Unknown	193.1223789				37.01375			BiotreeDB									456010.0251	463458.7026	623471.3149	231879.6246	435344.9245	1427656.657	31808.36437	317504.3401	215217.9907	207954.3376	318395.0596	0	246132.7913	422954.8903	84049.63328	500448.2655	871798.1862	366936.9521	526828.3686
				Unknown	213.1489403				37.0062			BiotreeDB									16387155.29	12063760.49	11729918.24	12206308.46	13873813.36	21946465.98	3563557.67	8535791.558	11943622.15	5508116.826	15525022.39	1817998.995	9659614.202	9134514.553	22543350.64	11597762.3	10215027.86	13454429.75	10243921.53
				Unknown	256.2997306				36.98405			BiotreeDB									570327.7817	736399.0585	667228.1092	461972.202	800631.439	669065.9487	417578.6234	676796.1055	454472.9593	316443.2762	447752.3707	82138.53378	554961.5539	275526.1598	927434.5154	614666.5843	498849.4472	522930.6009	505938.39
				Unknown	309.2062415				36.9823			BiotreeDB									5306320.407	3707256.062	4090298.17	3388473.931	3268060.939	6602810.13	837308.2789	2983812.486	1797963.088	2147884.736	4003512.499	503829.3953	2020559.893	5656502.58	5874143.582	3223352.725	3395158.161	3224021.206	3673532.708
